title,link,user_name,date,description,category
Video và đánh giá Windows 10 May 2019,https://quantrimang.com/video/tren-tay-windows-10-may-2019-163955,Quách Tỉnh,24/05,"Bài review Windows 10 May 2019 bằng ảnh thì khá nhiều rồi, nay mình làm cái video trên tay Windows 10 May 2019, ngăn ngắn để ae ngắm cho trực quan nhé.",Công nghệ
Bạn có thấy mình lạc lõng giữa thế giới không?,https://quantrimang.com/video/ban-co-thay-minh-lac-long-giua-the-gioi-khong-163642,Nhật Vượng,11/05,Are You Lost In The World Like Me?,Công nghệ
Video con tinh tinh lướt Instagram thuần thục như người khiến ai cũng phải kinh ngạc,https://quantrimang.com/video/video-con-tinh-tinh-luot-instagram-thuan-thuc-nhu-nguoi-khien-ai-cung-phai-kinh-ngac-163356,Quách Tỉnh,26/04,Điều đáng kinh ngạc là con tinh tinh này chủ động tìm kiếm và chuyển qua nội dung mà nó thích trên Instagram chứ không hề sử dụng “vẹt”.,Công nghệ
Quy trình lắp ráp một chiếc Boeing 737 trong 9 ngày diễn ra như thế nào?,https://quantrimang.com/video/quy-trinh-lap-rap-mot-chiec-boeing-737-trong-9-ngay-dien-ra-nhu-the-nao-163170,Dương Nguyễn,05/05,"Máy bay Boeing 737 được sản xuất trong Boeing Renton, nhà máy sở hữu dây chuyền sản xuất lớn và hiện đại, ở ngoại ô Seattle (Mỹ).",Công nghệ
[Video] Chiêm ngưỡng hình ảnh mới nhất của trình duyệt Microsoft Edge trên nền Chromium,https://quantrimang.com/video/hinh-anh-moi-nhat-cua-trinh-duyet-microsoft-edge-162567,Thanh Huyen,24/03,Có vẻ như ông lớn Microsoft không thể giữ bí mật về sản phẩm sẽ khoác áo mới này của mình.,Công nghệ
Mời chiêm ngưỡng vẻ đẹp của thành phố New York qua video timelapse 4K tạo nên từ 15.000 bức ảnh,https://quantrimang.com/video/moi-chiem-nguong-ve-dep-cua-thanh-pho-new-york-qua-video-time-lapse-4k-tao-nen-tu-15-000-buc-anh-161194,Thiên Lam,25/01,"Mới đây, nhiếp ảnh gia Michael Shainblum vừa cho ra mắt tác phẩm video timelapse về cảnh đẹp của thành phố New York, có độ phân giải cao nhất lên đến 4K.",Công nghệ
Cài thành công Windows 10 ARM và chơi Fallout trên chiếc Lumia 950 XL,https://quantrimang.com/video/cai-thanh-cong-windows-10-arm-va-choi-fallout-tren-chiec-lumia-950-xl-161159,Thiên Lam,19/01,"Mới đây, những người yêu thích công nghệ lại được xem thêm video về một chiếc Lumia 950 XL chạy điều hành Windows 10 ARM và chơi cả tựa game Fallout đầy thú vị do lập trình viên có tên Wall soGB thực hiện.",Công nghệ
Chơi Super Mario với tốc độ 380.000 khung hình/giây sẽ diễn ra như thế nào?,https://quantrimang.com/video/choi-super-mario-voi-toc-do-380-000-khung-hinh-giay-se-dien-ra-nhu-the-nao-158716,Nhật Minh,28/09,"Các chàng trai đến từ The Slow Mo Guys, kênh Youtube chuyên thực hiện những thước phim siêu chậm đã đưa ra câu trả lời trong video giải thích công nghệ đằng sau những chiếc TV cũ cho tới màn hình máy tính hiện đại của mình.",Công nghệ
Mời chiêm ngưỡng bản thử nghiệm smartphone uốn cong của Lenovo,https://quantrimang.com/video/moi-chiem-nguong-ban-thu-nghiem-smartphone-uon-cong-cua-lenovo-158672,Chấn Phong,03/11,"Mới đây, một video ghi lại cảnh dùng thử smartphone mới màn hình cong của Lenovo đã được thành viên @bang_gogo chia sẻ trên Twitter khiến nhiều người không khỏi kinh ngạc.",Công nghệ
Tài liệu hướng dẫn CCNA: CCNA LAB GUIDE,https://quantrimang.com/video/tai-lieu-huong-dan-ccna-ccna-lab-guide-162099,Dương Nguyễn,04/03,"Quantrimang.com xin chia sẻ với các bạn bộ tài liệu CCNA LAB GUIDE của tác giả Dương Văn Toán, đến từ VnExperts.net. Qua 25 chương trong tài liệu, bạn sẽ biết được những thiết bị Cisco cơ bản, cách cấu hình router Cisco, thông tin về các thiết bị mạng: router, switch, bảo mật mạng,...",Cisco Lab
CCNP BSCN Lab: Configuring Single Area OSPF 1,https://quantrimang.com/video/ccnp-bscn-lab-configuring-single-area-ospf-1-78888,Bùi Thủy,16/05,Bài thực hành luyện thi chứng chỉ CCNP BSCN (Building Scalable Cisco Networks).,Cisco Lab
Cisco Lab - Cấu hình RIP,https://quantrimang.com/video/cisco-lab-cau-hinh-rip-70296,Nhật Minh,23/08,"Bài thực hành lần này, bạn sẽ tập cài đặt và quản lý định tuyến động giữa các mạng, sử dụng RIP (Routing Information Protocol) trên để trao đổi thông tin cập nhật định tuyến giữa các router.",Cisco Lab
Lab - Giải quyết các vấn đề về cập nhật RIP,https://quantrimang.com/video/lab-giai-quyet-cac-van-de-ve-cap-nhat-rip-70205,MOD,19/08,"Trong bài hướng dẫn Cisco lab tiếp theo này, bạn sẽ thực hành một số cấu hình cơ bản cho router, cấu hình hai mạng trong RIP (Routing Information Protocol) và kiểm tra kết nối vừa cấu hình",Cisco Lab
Lab - Cấu hình giao diện Ethernet,https://quantrimang.com/video/lab-cau-hinh-giao-dien-ethernet-69996,MOD,11/08,"Trong bài hướng dẫn sau, bạn sẽ thực hành cấu hình giao diện Ethernet trên một router.",Cisco Lab
Lab - Hoạt động của Cisco IOS,https://quantrimang.com/video/lab-hoat-dong-cua-cisco-ios-69851,Nhật Linh,05/08,"Trong bài thực hành này, bạn sẽ thực tập nâng cấp image của Cisco IOS lên một router",Cisco Lab
Lab - Các câu lệnh cần thiết cho hệ thống khởi động,https://quantrimang.com/video/lab-cac-cau-lenh-can-thiet-cho-he-thong-khoi-dong-69793,MOD,03/08,"Trong bài thực hành này, các bạn được hướng dẫn các thông tin liên quan đến quá trình khởi động router bằng cách sử dụng các lệnh hiển thị thích hợp.",Cisco Lab
Lab - Quản lý bảng địa chỉ MAC,https://quantrimang.com/video/lab-quan-ly-bang-dia-chi-mac-69227,MOD,13/07,Trong công việc quản trị mạng thì việc quản lý các địa chỉ MAC là một điều hết sức cần thiết. Bài thực hành này sẽ giúp bạn làm quen với cách quản lý bảng địa chỉ MAC.,Cisco Lab
CCNP_BCMSN Lab: Trunk Configuration,https://quantrimang.com/video/ccnp_bcmsn-lab-trunk-configuration-20645,Chấn Phong,26/02,Bài thực hành luyện thi chứng chỉ Cisco CCNP_BCMSN (Building Cisco Multilayer Switched Networks).,Cisco Lab
CCNP_BCMSN Lab: Modifying Switch Mask,https://quantrimang.com/video/ccnp_bcmsn-lab-modifying-switch-mask-20605,Ahihi,03/02,Bài thực hành luyện thi chứng chỉ Cisco CCNP_BCMSN (Building Cisco Multilayer Switched Networks),Cisco Lab
CCNP_BCMSN Lab: Configuring Access Switch,https://quantrimang.com/video/ccnp_bcmsn-lab-configuring-access-switch-20568,Tuấn Phong,28/10,Bài thực hành luyện thi chứng chỉ Cisco CCNP_BCMSN (Building Cisco Multilayer Switched Networks),Cisco Lab
CCNA Lab: Initial Switch Configuration,https://quantrimang.com/video/ccna-lab-initial-switch-configuration-49426,Thiên Lam,22/09,Bài thực hành luyện thi chứng chỉ Cisco CCNA: Initial Switch Configuration cung cấp cho bạn cơ hội luyện tập những thao tác cơ bản trong Initial Switch Configuration.,Cisco Lab
CCNA Lab: Loading the 2600 IOS,https://quantrimang.com/video/ccna-lab-loading-the-2600-ios-49218,Tuấn Phong,17/09,Bài thực hành luyện thi chứng chỉ Cisco CCNA: Loading the 2600 IOS,Cisco Lab
CCNA Lab: Copy from the TFTP Server,https://quantrimang.com/video/ccna-lab-copy-from-the-tftp-server-46859,Hồng Anh,04/07,Bài thực hành luyện thi chứng chỉ Cisco CCNA: Copy from the TFTP Server,Cisco Lab
CCNA Lab: Copy to TFTP Server,https://quantrimang.com/video/ccna-lab-copy-to-tftp-server-44667,Bá Điền,24/03,Bài thực hành luyện thi chứng chỉ Cisco CCNA: Copy to TFTP Server.,Cisco Lab
CCNA Lab: Copy to NVRAM,https://quantrimang.com/video/ccna-lab-copy-to-nvram-41836,Hồng Anh,23/11,Bài thực hành luyện thi chứng chỉ Cisco CCNA: Copy to NVRAM,Cisco Lab
CCNA Lab: IGRP Routing,https://quantrimang.com/video/ccna-lab-igrp-routing-40838,Hồng Anh,06/10,Bài thực hành luyện thi chứng chỉ Cisco CCNA: IGRP Routing,Cisco Lab
CCNA Lab: RIP Routing,https://quantrimang.com/video/ccna-lab-rip-routing-40110,Nhật Minh,29/08,"Bài thực hành luyện thi chứng chỉ Cisco CCNA: RIP Routing. Các lệnh trong phần này mình đã thấy khá nhiều và đầy đủ trong bài lab Cisco Cấu hình RIP, bạn nào cần thực hành nhiều hơn về RIP thì tham khảo nha.",Cisco Lab
CCNA Lab: Password Recovery,https://quantrimang.com/video/ccna-lab-password-recovery-39730,Quách Tỉnh,09/08,Bài thực hành luyện thi chứng chỉ Cisco CCNA: Password Recovery,Cisco Lab
CCNA Lab: Router Configuration,https://quantrimang.com/video/ccna-lab-router-configuration-39567,Nhật Minh,31/07,Bài thực hành luyện thi chứng chỉ Cisco CCNA: Router Configuration,Cisco Lab
MCSE 2152: Decreasing Boot Delay,https://quantrimang.com/video/mcse-2152-decreasing-boot-delay-10132,Dương Nguyễn,13/04,Bài học luyện thi chứng chỉ Microsoft MCSE trực tuyến bằng hình ảnh: Decreasing Boot Delay.,Microsoft Lab
MCSE 2152: Graphics Mode Installation Phase,https://quantrimang.com/video/mcse-2152-graphics-mode-installation-phase-7507,Thiên Lam,12/03,Bài học luyện thi chứng chỉ MCSE: Graphics Mode Installation Phase,Microsoft Lab
MCSE 2152: Text Mode Installation Phase,https://quantrimang.com/video/mcse-2152-text-mode-installation-phase-7506,Văn Đoành,11/02,Kể từ bài học ngày hôm nay các bạn sẽ tiếp tục được thực hành các bài học mới trong phần II có mã số là 2152: Implementing Windows 2000 Professional and Server,Microsoft Lab
MCSE: Cấu hình địa chỉ IP tĩnh - Configuring TCP/IP to use Static IP,https://quantrimang.com/video/mcse-cau-hinh-dia-chi-ip-tinh-configuring-tcp-cip-to-use-static-ip-5546,Có chắc yêu là đây,03/02,"Bài học trước đã giúp bạn cấu hình địa chỉ IP động. Bài học hôm nay sẽ giúp bạn cấu hình địa chỉ IP tĩnh ""Cấu hình địa chỉ IP tĩnh - Configuring TCP/IP to use Static IP"".",Microsoft Lab
MCSE: Chia sẻ file và thư mục trong mạng LAN - Sharing a folder,https://quantrimang.com/video/mcse-chia-se-file-va-thu-muc-trong-mang-lan-sharing-a-folder-5514,Bá Điền,09/01,"Hôm nay chúng ta học bài ""Chia sẻ file và thư mục trong mạng LAN - Sharing a folder"".",Microsoft Lab
MCSE: Mã hóa file bằng EFS (Encrypting File System),https://quantrimang.com/video/mcse-ma-hoa-file-bang-efs-encrypting-file-system-4361,Nhật Vượng,28/10,Bài học này sẽ hướng dẫn bạn cách mã hóa và giải mã các file trong Windows 2000 Server nhằm bảo mật các tập tin của bạn. Trong bài học này bạn sẽ được thực hành bằng hình ảnh Flash theo tài liệu luyện thi chuẩn của hãng Microsoft.,Microsoft Lab
MCSE: Cấu hình giao thức TCP/IP- Configuring TCP/IP,https://quantrimang.com/video/mcse-cau-hinh-giao-thuc-tcp-ip-configuring-tcp-ip-5545,Bùi Thủy,09/01,Bài học này sẽ giúp bạn cách cấu hình và sử dụng giao thức TCP/IP động. Cấu hình giao thức TCP/IP- Configuring TCP/IP.,Microsoft Lab
MCSE: Phân quyền truy cập với định dạng NTFS - Assigning NTFS Permissions,https://quantrimang.com/video/mcse-phan-quyen-truy-cap-voi-dinh-dang-ntfs-assigning-ntfs-permissions-5519,Có chắc yêu là đây,23/09,Bài học trước ta đã học cách phân quyền trên các thư mục được chia sẻ. Trong bài học hôm nay chúng tôi muốn giúp bạn Phân quyền truy cập với định dạng NTFS - Assigning NTFS Permissions.,Microsoft Lab
MCSE 2152: Tạo tài khoản người dùng trên máy,https://quantrimang.com/video/mcse-2152-tao-tai-khoan-nguoi-dung-tren-may-20633,MOD,17/09,Bài học luyện thi chứng chỉ Microsoft MCSE trực tuyến bằng hình ảnh. Creating Local User Accounts,Microsoft Lab
MCSE: Phân quyền làm việc trên các thư mục và file được chia sẻ,https://quantrimang.com/video/mcse-phan-quyen-lam-viec-tren-cac-thu-muc-va-file-duoc-chia-se-5515,Chấn Phong,09/01,Bài học này giúp bạn cách Phân quyền làm việc trên các thư mục và file được chia sẻ - Assigning shared folders permissions,Microsoft Lab
Cấu hình quản trị website với IIS,https://quantrimang.com/video/cau-hinh-quan-tri-website-voi-iis-7030,Nguyễn Trang,13/09,Web Server IIS là khá phổ biến để chạy các website trên mạng Internet. Bài học này sẽ giúp bạn có thể cấu hình phần quản trị website - Configure Admin Web Site with IIS.,Microsoft Lab
Thử sử dụng Windows Vista trực tuyến,https://quantrimang.com/video/thu-su-dung-windows-vista-truc-tuyen-48577,MOD,29/08,Bạn không cần phải cài đặt Windows Vista mà hoàn toàn vẫn có thể dùng thử nó. Rất đơn giản chỉ cần kích vào đây; hãy thử sử dụng trực tuyến và khám phá những tính năng mới.,Microsoft Lab
Hướng dẫn cài đặt ISA Server 2006,https://quantrimang.com/video/huong-dan-cai-dat-isa-server-2006-33274,Dương Nguyễn,09/01,"Dưới đây là video hướng dẫn cài đặt ISA Server 2006, từng bước một. Do là phiên bản Server đã khá cũ nên mình cũng không tìm được tài liệu chi tiết, ngoài video này. Các bạn xem tạm nhé.",Microsoft Lab
MCSE 2152: Installing RIS Server,https://quantrimang.com/video/mcse-2152-installing-ris-server-22111,Quách Tỉnh,13/06,Bài học luyện thi chứng chỉ Microsoft MCSE trực tuyến bằng hình ảnh. Installing RIS Server.,Microsoft Lab
"Khám phá nhà máy sản xuất bánh xe tàu cao tốc, sản xuất 1.100 bánh xe một ngày chỉ với 18 công nhân",https://quantrimang.com/video/kham-pha-nha-may-san-xuat-banh-xe-tau-cao-toc-197400,Pham Thuan,30/05,"Trung Quốc là nước dẫn đầu thế giới trong sản xuất bánh xe tàu cao tốc, một trong những sản phẩm tiền tiến nhất thế giới đòi hỏi tiêu chuẩn kỹ thuật cao và đặt ra nhiều thách thức lớn về sản xuất.",Video Khoa học
1.000 ôtô được đưa lên tàu biển thế nào,https://quantrimang.com/video/hon-8-000-oto-duoc-dua-len-tau-bien-the-nao-195586,Pham Thuan,23/02,Một video ghi lại quá trình đưa và sắp xếp 1.000 ôtô lên tàu biển chỉ trong 16 giờ để vận chuyển được thực hiện vào khoảng năm 2016.,Video Khoa học
Cận cảnh quá trình xây dựng bãi đỗ xe ngầm dưới nước ở Hà Lan,https://quantrimang.com/video/can-canh-qua-trinh-xay-dung-bai-do-xe-ngam-duoi-long-song-o-ha-lan-195116,Nguyễn Tiến Linh,30/01,"Một bãi đỗ xe đạp ngầm dưới sông có sức chứa 7.000 chiếc trị giá 60 triệu Euro (gần 65 triệu USD) mới được khai trương tại gần Nhà ga trung tâm Amsterdam, Hà Lan.",Video Khoa học
Động cơ V16 diesel lắp từ 60.000 mảnh ghép Lego hoạt động như hàng thật,https://quantrimang.com/video/dong-co-o-to-v16-lap-tu-60-000-manh-ghep-lego-hoat-dong-nhu-hang-that-194761,Nguyễn Tiến Linh,13/01,"Và một trong những tác phẩm kỳ công, ấn tượng, tinh xảo và phức tạp nhất mà Stefan Weinert từng chế tạo nên từ Lego có lẽ chính là động cơ V16 diesel với khả năng vận hành ""như thật"" dưới đây.",Video Khoa học
"Bên trong trang trại 'không người', vận hành hoàn toàn tự động nhờ robot và máy móc",https://quantrimang.com/video/ben-trong-trang-trai-khong-nguoi-194748,Nguyễn Tiến Linh,04/01,"Trang trại “không người” Beidahuang Seven Stars nằm ở đông Bắc Trung Quốc là một cơ sở tiên tiến, được ứng dụng những công nghệ tự động thông minh cho phép các nhân viên nơi đây có thể vận hành cả trang trại chỉ với máy tính trong phòng điều khiển.",Video Khoa học
Cận cảnh robot khổng lồ do người điều khiển như Jaeger trong phim Pacific Rims,https://quantrimang.com/video/prosthesis-robot-khong-lo-co-the-keo-xe-tai-194282,PP,10/12,Prosthesis là bộ khung cơ khí khổng lồ chạy bằng điện và được điều khiển bởi con người do công ty Furrion sản xuất.,Video Khoa học
Điều gì xảy ra khi đập vỡ quả trứng dưới nước sâu 20m,https://quantrimang.com/video/dieu-gi-xay-ra-khi-dap-vo-qua-trung-duoi-nuoc-sau-20m-194183,Nguyễn Tiến Linh,06/12,"Nếu đập một quả trứng dưới biển sâu 20m, điều gì sẽ xảy ra? Liệu nó có giống với việc đập một quả trứng ở trong bếp, trong môi trường không khí bình thường.",Video Khoa học
Con đường nổi trên sông chịu được sức nặng 10.000 người dù không có trụ,https://quantrimang.com/video/con-duong-noi-tren-song-chiu-duoc-suc-nang-10-000-nguoi-du-khong-co-tru-194095,Nguyễn Tiến Linh,30/11,"Con đường ván nổi dài 500m và chiều rộng 4,5m nằm trong khu danh thắng Shiziguan thuộc huyện Tuyên Ân, phía tây nam tỉnh Hồ Bắc, Trung Quốc.",Video Khoa học
Qatar lắp điều hòa làm mát sân vận động World Cup 2022 như thế nào,https://quantrimang.com/video/qatar-lam-the-nao-de-dieu-hoa-san-van-dong-world-cup-193844,Nguyễn Tiến Linh,18/11,"Tại World Cup 2022, Qatar đã phải trang bị những hệ thống làm mát cực kỳ đắt đỏ cho các sân vận động để đối phó với cái nóng sa mạc.",Video Khoa học
Sẽ thế nào nếu đi một vòng Trái Đất với tốc độ ánh sáng?,https://quantrimang.com/video/se-the-nao-neu-di-mot-vong-trai-dat-voi-toc-do-anh-sang-193721,PP,08/11,"Ánh sáng mang những đặc tính giống cả hạt lẫn sóng, có thể di chuyển với tốc độ lên tới 299.792.458m/s và chỉ mất 0,13 giây để đi vòng quanh Trái Đất.",Video Khoa học
Cận cảnh cá sấu khổng lồ săn mồi trông như quái vật trong phim 'Công viên kỷ Jura',https://quantrimang.com/video/kinh-hai-canh-ca-sau-khong-lo-san-moi-193679,PP,05/11,Đoạn video ghi lại khoảnh khắc cá sấu khổng lồ săn mồi khiến nhiều người không khỏi kinh ngạc và sợ hãi vì giống cảnh ghê rợn như quái vật trong phim Công viên kỷ Jura.,Video Khoa học
"Phòng thí nghiệm dưới lòng đất sâu nhất thế giới, sâu 2.400m bên dưới đỉnh núi",https://quantrimang.com/video/phong-thi-nghiem-duoi-long-dat-sau-nhat-the-gioi-193509,PP,26/10,"Trung Quốc đang mở rộng xây dựng một cơ sở nghiên cứu nằm sâu 2.400m bên dưới đỉnh núi Jinping ở Tứ Xuyên, nơi các nhà khoa học tiến hành các cuộc thí nghiệm về “vật chất tối” bí ẩn.",Video Khoa học
Đại dương sâu đến mức nào?,https://quantrimang.com/video/dai-duong-sau-den-muc-nao-193369,PP,24/10,"Video trên giúp chúng ta dễ dàng hình dung được độ sâu của đại dương, điều mà rất nhiều người quan tâm.",Video Khoa học
"Cận cảnh máy in thịt 3D từ thực vật, có thể tùy chỉnh độ dày mỏng và tỷ lệ mỡ",https://quantrimang.com/video/may-in-thit-3d-tu-thuc-vat-193288,PP,17/10,"Trong video là cỗ máy in thịt 3D của công ty Redefine Meat, Israel, sử dụng nguyên liệu hoàn toàn từ thực vật.",Video Khoa học
"Nếu bịt kín miệng núi lửa bằng bê tông, điều gì sẽ xảy ra?",https://quantrimang.com/video/neu-bit-kin-mieng-nui-lua-bang-be-tong-dieu-gi-se-xay-ra-193146,PP,13/10,"Nhiệt độ nóng chảy của bê tông khoảng 1.500 độ C, lớn hơn nhiều so với nhiệt độ của magma, khoảng 871 độ C. Vậy có thể dùng bê tông để bịt kín miệng núi lửa không?",Video Khoa học
"Bị nuốt chửng, sóc chuột giãy giụa trong cổ chim diệc khổng lồ",https://quantrimang.com/video/bi-nuot-chung-soc-chuot-giay-giua-trong-co-chim-diec-khong-lo-193028,PP,03/10,"Trong video, một con chim diệc khổng lồ đã sử dụng chiếc mỏ dài, to, cứng của mình bắt sống được một con sóc chuột tại khu vực bãi biển Moonshine thuộc Cambria, California.",Video Khoa học
Tại sao tre được dùng làm giàn giáo xây nhà chọc trời ở Hong Kong?,https://quantrimang.com/video/tai-sao-hong-kong-dung-tre-lam-gian-giao-xay-nha-choc-troi-192806,PP,22/09,"Các thợ xây ở Hong Kong thường sử dụng phương pháp dựng khung giàn bằng tre như một nghệ thuật trong việc xây dựng các công trình, các tòa nhà chọc trời.",Video Khoa học
"Xem chó robot trình diễn kỹ năng đứng bằng hai chân, đi, nhảy trên các cột",https://quantrimang.com/video/xem-cho-robot-trinh-dien-ky-nang-dung-bang-hai-chan-di-nhay-tren-cac-cot-191990,PP,17/08,"Vào ngày 9/8, Sinhua đã đăng tải video ghi lại màn trình diễn khó tin của chó robot Max với khả năng đi lại và nhảy trên các cột có độ cao và kích thước khác nhau.",Video Khoa học
Thót tim xem ô tô tải đi qua cầu treo bằng dây xích bắc qua hẻm núi sâu 300m,https://quantrimang.com/video/o-to-tai-di-qua-cau-treo-bang-day-xich-bac-qua-hem-nui-sau-300m-191650,PP,01/08,Các kỹ sư Trung Quốc đã xây dựng một cây cầu treo làm từ những sợi dây xích sắt bắc qua hẻm núi sâu 300m ở Trùng Khánh.,Video Khoa học
